name,country,average,strike_rate,boundary_per_ball,boundary_index,not_out_pct,duck_index,RwoB_index,big_match_index,prelim_metric,prelim_rank
LN Oluoch,KENYA,13.63,130.43,0.183,1.105,0.421,0.105,2.737,0.0,17.778,Average
HR Walsh,USA/WI,15.0,96.77,0.09,0.824,0.412,0.118,4.941,0.0,14.516,Average
Ali Saleem,NOR,13.54,98.02,0.079,1.0,0.083,0.0,7.25,0.083,13.272,Average
Haroon Mughal,MLT,13.54,124.16,0.142,1.545,0.0,0.0,6.455,0.0,16.811,Average
Imal Zuwak,SWE,14.9,85.14,0.091,1.333,0.167,0.083,6.583,0.0,12.686,Average
N Pathan,THAI,21.28,116.4,0.133,2.125,0.125,0.125,8.375,0.125,24.77,Good
AL Phehlukwayo,SA,9.93,115.5,0.155,0.952,0.286,0.286,2.905,0.0,11.469,Average
SM Tupou,Fiji,16.55,97.38,0.118,2.0,0.0,0.0,7.222,0.0,16.116,Average
M Dixit,LUX,12.33,98.01,0.093,0.933,0.2,0.067,5.6,0.0,12.085,Average
JSE Dunford,JER,18.5,94.26,0.089,0.824,0.529,0.235,5.412,0.0,17.438,Average
OD Hald,DEN,13.45,114.72,0.116,0.938,0.312,0.062,4.625,0.0,15.43,Average
Abdul Rahman,SGP,21.0,104.25,0.085,1.333,0.222,0.111,10.556,0.111,21.892,Good
K Rabada,SA,21.0,109.7,0.127,0.81,0.667,0.143,3.286,0.0,23.037,Good
Saad Bin Zafar,CAN,14.7,121.48,0.165,1.538,0.231,0.0,4.231,0.0,17.858,Average
Ali Farasat,HUN,12.16,116.8,0.144,1.385,0.077,0.0,4.462,0.0,14.203,Average
TS Kamunhukamwe,ZIM,18.25,97.33,0.12,2.25,0.0,0.25,9.0,0.0,17.763,Average
Shahid Afridi,GER,20.85,169.76,0.279,3.429,0.0,0.0,4.286,0.143,35.395,Good
R Ravindra,NZ,13.18,117.88,0.13,1.0,0.312,0.125,4.562,0.0,15.537,Average
P Sarraf,NEP,10.35,91.77,0.146,1.438,0.125,0.25,2.688,0.0,9.498,Poor
F Nsubuga,UGA,9.6,108.27,0.113,0.789,0.211,0.211,3.474,0.0,10.394,Average
S Tosic,SRB,24.0,60.75,0.042,1.111,0.333,0.0,11.556,0.0,14.58,Average
Wahidullah Usmani,Belg,20.57,96.64,0.107,2.286,0.0,0.0,10.857,0.143,19.879,Average
GR Adair,IRE,20.42,137.5,0.183,2.714,0.0,0.0,7.571,0.143,28.078,Good
RGA Amah,CAM,11.0,71.5,0.065,1.0,0.0,0.0,6.846,0.0,7.865,Poor
Usman Arif,NOR,17.87,201.4,0.296,2.625,0.0,0.125,3.125,0.0,35.99,Good
Amir Mangal,GER,20.28,156.04,0.209,1.9,0.3,0.0,5.0,0.0,31.645,Good
Sandeep Goud,OMA,14.2,100.0,0.077,0.688,0.375,0.0,5.375,0.0,14.2,Average
Umar Amin,PAK,15.77,115.44,0.154,2.111,0.0,0.333,6.444,0.0,18.205,Average
GK Berg,ITA,17.62,121.55,0.138,1.333,0.333,0.167,5.417,0.0,21.417,Good
Faran Afzal,ESP,20.14,100.71,0.121,2.125,0.125,0.0,7.625,0.125,20.283,Good
Waheed Ahmed,UAE,20.14,127.02,0.162,1.385,0.462,0.0,3.615,0.0,25.582,Good
Zeeshan Ali,HKG,20.14,111.9,0.127,1.778,0.222,0.0,8.111,0.0,22.537,Good
CR Woakes,ENG,20.0,140.0,0.16,1.143,0.5,0.143,4.429,0.0,28.0,Good
J Alegra,PHI,15.44,73.93,0.048,0.9,0.1,0.1,9.9,0.0,11.415,Average
C Green,AUS,17.37,173.75,0.312,3.125,0.0,0.0,2.875,0.25,30.18,Good
Haseeb Ghafoor,KSA,34.75,103.73,0.104,1.75,0.5,0.0,8.625,0.0,36.046,Good
D Myers,ZIM,17.37,119.82,0.121,1.75,0.0,0.0,9.875,0.0,20.813,Good
AC Voges,AUS,46.33,121.92,0.088,2.0,0.4,0.0,19.0,0.2,56.486,Good
JD Allan,VAN,13.8,93.24,0.088,1.3,0.0,0.0,8.4,0.0,12.867,Average
Dipanjan Dey,SWE,34.5,123.21,0.107,2.0,0.333,0.0,14.0,0.167,42.507,Good
JR Philippe,AUS,13.8,109.52,0.103,1.3,0.0,0.1,7.6,0.0,15.114,Average
IJL Trott,ENG,23.0,95.83,0.083,1.714,0.143,0.0,12.0,0.143,22.041,Good
Anique Uddin,DEN,11.41,79.65,0.052,0.75,0.0,0.083,8.25,0.0,9.088,Poor
KD Mills,NZ,11.41,111.38,0.13,0.842,0.368,0.211,3.316,0.0,12.708,Average
HH Patel,MWI,27.4,131.73,0.192,3.333,0.167,0.0,8.5,0.0,36.094,Good
J Trembeath-Moro,ESP,27.4,90.13,0.092,2.0,0.286,0.0,10.429,0.0,24.696,Good
DF Watts,SCOT,15.22,107.87,0.126,1.778,0.0,0.222,7.444,0.0,16.418,Average
AR White,IRE,22.83,107.03,0.109,1.167,0.5,0.0,6.417,0.0,24.435,Good
Zameer Khan,DEN,19.57,79.19,0.052,1.125,0.125,0.0,12.625,0.0,15.497,Average
Khalid Zahid,SWE,13.6,125.92,0.148,1.333,0.167,0.0,5.667,0.0,17.125,Average
SL Malinga,SL,6.47,84.47,0.087,0.424,0.364,0.242,2.121,0.0,5.465,Poor
Mohammad Boota,UAE,17.0,119.29,0.132,1.0,0.467,0.067,4.267,0.0,20.279,Good
T Taylor,Caym,17.0,96.45,0.106,1.364,0.273,0.0,5.455,0.0,16.396,Average
GF Gomes,MOZ,14.88,121.81,0.164,1.8,0.1,0.2,5.4,0.1,18.125,Average
AJ Michael,Samoa,16.75,81.7,0.079,1.3,0.2,0.0,7.6,0.0,13.685,Average
CT Mutombodzi,ZIM,12.18,93.05,0.076,0.786,0.214,0.143,6.143,0.0,11.333,Average
Abdul Wahid,KSA,26.6,135.71,0.194,2.111,0.444,0.0,4.556,0.111,36.099,Good
Abdul Hashmi,DEN,13.3,100.75,0.083,0.786,0.286,0.214,6.357,0.0,13.4,Average
VR Iyer,IND,33.25,162.19,0.244,2.857,0.429,0.0,6.143,0.0,53.928,Good
CH Morris,SA,14.77,130.39,0.167,1.308,0.308,0.231,4.231,0.077,19.259,Average
Rahel Khan,SWE,19.0,129.12,0.194,2.857,0.0,0.143,5.286,0.0,24.533,Good
I Takahashi,JPN,12.09,104.72,0.11,1.273,0.0,0.182,6.091,0.0,12.661,Average
Tenjin Rabgey,BHU,16.62,83.12,0.069,1.375,0.0,0.125,10.875,0.125,13.815,Average
C Wright,Caym,22.16,122.01,0.11,1.0,0.5,0.083,6.083,0.083,27.037,Good
YBK Jaiswal,IND,33.0,145.05,0.242,4.4,0.2,0.0,6.8,0.2,47.866,Good
GEF Barnett,CAN,32.75,96.32,0.118,3.2,0.2,0.0,13.4,0.0,31.545,Good
CN Kakuru,UGA,10.07,102.34,0.133,1.062,0.188,0.125,3.812,0.0,10.306,Average
J Albin,BUL,16.25,77.38,0.077,0.812,0.5,0.0,4.75,0.0,12.574,Average
AC Botha,IRE,13.0,92.19,0.092,1.182,0.091,0.182,6.909,0.0,11.985,Average
DDP D'Silva,UAE,32.5,89.04,0.062,1.125,0.5,0.125,11.75,0.0,28.938,Good
J Mosca,ITA,14.44,119.26,0.174,2.111,0.0,0.111,5.111,0.0,17.221,Average
Naeem Islam,BAN,14.44,114.03,0.132,1.5,0.1,0.0,5.6,0.0,16.466,Average
Aslam Mohammad,GRC,18.42,127.72,0.188,2.375,0.125,0.125,3.875,0.25,23.526,Good
AJ Ayannaike,NGA,6.78,77.71,0.078,0.684,0.0,0.263,3.737,0.0,5.269,Poor
Hasan Ali,PAK,14.33,186.95,0.261,0.947,0.526,0.211,1.842,0.0,26.79,Good
DR Hooper,GUE,16.12,86.57,0.04,0.429,0.429,0.071,7.357,0.0,13.955,Average
P Manning,Caym,14.33,75.43,0.064,1.1,0.1,0.1,8.3,0.0,10.809,Average
T Munyonga,ZIM,16.12,99.23,0.069,0.9,0.2,0.0,8.9,0.0,15.996,Average
J Singye,BHU,16.12,75.43,0.041,0.875,0.0,0.0,12.625,0.0,12.159,Average
JR Barry,Bhm,18.28,71.91,0.067,1.333,0.222,0.111,8.889,0.0,13.145,Average
MPS Cheema,Aut,10.66,91.42,0.093,0.929,0.143,0.0,5.286,0.0,9.745,Poor
BOP Fernando,SL,25.6,112.28,0.132,2.5,0.167,0.0,10.0,0.167,28.744,Good
Mirwais Ashraf,AFG,11.63,111.3,0.113,0.684,0.421,0.105,3.158,0.0,12.944,Average
Muhammed Manga,GAMBI,21.33,74.85,0.053,1.286,0.143,0.0,12.0,0.143,15.966,Average
CK Coventry,ZIM,12.7,141.11,0.222,1.667,0.167,0.167,2.917,0.0,17.921,Average
S Dube,IND,21.16,136.55,0.161,1.5,0.4,0.0,5.1,0.1,28.894,Good
PG Fulton,NZ,11.54,90.71,0.093,1.083,0.083,0.167,5.25,0.0,10.468,Average
IK Gamantika,INA,15.87,82.46,0.065,1.0,0.2,0.0,8.1,0.0,13.086,Average
Mohammad Mithun,BAN,10.58,93.38,0.103,1.077,0.077,0.154,4.846,0.0,9.88,Poor
Omid Mailk Khel,Belg,25.4,108.54,0.103,1.5,0.375,0.0,9.125,0.0,27.569,Good
MA Ouma,KENYA,7.05,79.37,0.1,0.842,0.053,0.158,3.211,0.0,5.596,Poor
MJ Prior,ENG,21.16,127.0,0.16,2.0,0.25,0.125,6.625,0.0,26.873,Good
TKP Rajapaksha,SEY,21.16,97.69,0.115,2.5,0.0,0.0,11.167,0.0,20.671,Good
Sachin Mandy,GER,12.7,102.41,0.129,1.455,0.091,0.182,5.0,0.0,13.006,Average
AJ Staal,NED,15.87,130.92,0.144,1.167,0.333,0.333,4.75,0.0,20.777,Good
Anoop Orsu,LUX,21.0,123.52,0.147,1.5,0.4,0.4,5.2,0.1,25.939,Good
DAJ Bracewell,NZ,21.0,140.0,0.167,1.364,0.455,0.182,4.364,0.0,29.4,Good
Mohammad Haris,PAK,14.0,127.27,0.172,1.889,0.0,0.111,4.667,0.0,17.818,Average
AJ Redmond,NZ,21.0,150.0,0.25,3.5,0.0,0.0,6.333,0.167,31.5,Good
Choudry Share Ali,SWE,31.25,127.55,0.153,3.0,0.2,0.0,11.4,0.2,39.859,Good
JL Denly,ENG,12.5,105.93,0.136,1.333,0.167,0.167,4.917,0.0,13.241,Average
Habib Ahmadzai,Aut,15.62,103.3,0.116,1.4,0.2,0.1,6.5,0.0,16.135,Average
K Hinds,Bhm,12.5,108.69,0.113,1.3,0.0,0.1,6.1,0.0,13.586,Average
Muhammad Naeem,KSA,31.25,99.2,0.079,1.667,0.333,0.167,13.167,0.0,31.0,Good
PJ van Biljon,SA,20.83,123.76,0.139,1.75,0.25,0.0,7.625,0.0,25.779,Good
Arslan Amjad,EST,20.66,94.65,0.092,2.0,0.0,0.167,11.667,0.167,19.555,Average
EB Knowles,CZK-R,12.4,81.57,0.099,1.154,0.231,0.077,4.923,0.0,10.115,Average
Mohammed Asghar,KUW,31.0,136.26,0.198,4.5,0.0,0.0,10.5,0.0,42.241,Good
KH Pandya,IND,24.8,130.52,0.147,1.4,0.5,0.0,5.6,0.0,32.369,Good
RJ Peterson,SA,15.5,109.73,0.133,1.25,0.333,0.083,5.0,0.0,17.008,Average
D Klein,GER,10.25,126.8,0.155,0.882,0.294,0.176,3.118,0.0,12.997,Average
AD Mascarenhas,ENG,15.37,123.0,0.13,1.0,0.385,0.231,4.692,0.0,18.905,Average
Mohammad Kamran,ESP,13.66,106.03,0.112,1.083,0.25,0.0,5.417,0.083,14.484,Average
S Pradhan,BHU,13.66,83.1,0.095,1.4,0.1,0.2,6.5,0.1,11.351,Average
Saim Ayub,PAK,17.57,123.0,0.18,2.571,0.0,0.429,5.857,0.0,21.611,Good
Ahmed Raza,UAE,12.2,82.99,0.054,0.4,0.5,0.15,4.0,0.0,10.125,Average
D Cleaver,NZ,20.33,120.79,0.149,2.143,0.143,0.143,7.429,0.143,24.557,Good
AW Hawkins-Kay,JER,15.25,89.7,0.059,0.615,0.385,0.077,6.923,0.0,13.679,Average
KM Jadhav,IND,20.33,123.23,0.152,2.5,0.0,0.0,9.333,0.167,25.053,Good
Pargat Singh,CAN,24.4,110.9,0.136,2.5,0.167,0.333,9.0,0.167,27.06,Good
M Podosky,PHI,13.55,124.48,0.143,1.273,0.182,0.182,4.545,0.0,16.867,Average
Aayan Afzal Khan,UAE,17.28,108.03,0.107,1.5,0.125,0.0,8.875,0.0,18.668,Average
GG Banner,Blz,15.0,99.17,0.116,1.556,0.111,0.333,4.889,0.0,14.875,Average
J Jagroo,Bhm,10.9,85.71,0.086,1.091,0.0,0.182,5.636,0.0,9.342,Poor
M Kadyan,BUL,15.0,127.65,0.202,1.727,0.273,0.182,2.909,0.091,19.148,Average
DR Martyn,AUS,30.0,162.16,0.216,4.0,0.0,0.0,11.5,0.25,48.648,Good
M Beitaki,Fiji,14.87,141.66,0.179,1.5,0.2,0.1,4.3,0.0,21.065,Good
Imrul Kayes,BAN,9.15,88.8,0.127,1.308,0.0,0.308,3.462,0.0,8.125,Poor
Suraj Kumar,OMA,13.22,110.18,0.12,1.083,0.25,0.0,5.083,0.0,14.566,Average
B Tuyizere,RWN,13.22,84.39,0.071,0.909,0.182,0.091,7.0,0.0,11.156,Average
Waseem Abbas,MLT,8.5,136.78,0.161,0.56,0.44,0.08,1.8,0.0,11.626,Average
M Abdulla,MWI,23.6,104.42,0.115,1.857,0.286,0.0,8.857,0.0,24.643,Good
D Ajekun,NGA,10.72,65.92,0.073,1.182,0.0,0.091,5.818,0.0,7.067,Poor
SCJ Broad,ENG,7.37,100.0,0.085,0.385,0.385,0.077,2.769,0.0,7.37,Poor
DT Christian,AUS,14.75,126.88,0.14,0.929,0.429,0.071,3.857,0.0,18.715,Average
Khalid Ahmadi,Belg,16.85,157.33,0.227,1.214,0.5,0.143,2.714,0.0,26.51,Good
A Manousis,GRC,13.11,116.83,0.178,1.636,0.182,0.364,3.455,0.0,15.316,Average
R Nath,TKY,19.66,92.18,0.102,1.857,0.143,0.0,7.714,0.0,18.123,Average
GM Ntambalika,MWI,10.72,96.72,0.098,0.923,0.154,0.077,4.923,0.0,10.368,Average
A Reyes,GIBR,11.8,77.12,0.078,1.091,0.091,0.182,6.364,0.0,9.1,Poor
Shamsudheen Purat,KSA,29.5,153.24,0.247,3.8,0.2,0.4,5.6,0.2,45.206,Good
JE Taylor,WI,13.11,128.26,0.174,1.067,0.4,0.067,2.8,0.0,16.815,Average
C Webster,IOM,23.6,131.11,0.133,2.0,0.167,0.333,9.667,0.167,30.942,Good
D Jansen,IOM,14.62,92.12,0.071,1.125,0.0,0.125,9.375,0.0,13.468,Average
Sazib Bhuiyan,CZK-R,13.0,132.95,0.17,1.364,0.182,0.091,4.091,0.091,17.284,Average
Ziaur Rahman,BAN,13.0,128.57,0.143,1.083,0.25,0.25,3.75,0.0,16.714,Average
PJ Cummins,AUS,9.66,123.4,0.128,0.522,0.478,0.13,2.435,0.0,11.92,Average
Shahzaib Hasan,PAK,11.6,89.23,0.123,1.6,0.0,0.3,4.6,0.0,10.351,Average
Zeeshan Sarwar,CYP,29.0,146.83,0.177,3.5,0.0,0.25,10.0,0.25,42.581,Good
JH Davey,SCOT,14.37,130.68,0.125,0.688,0.5,0.062,3.938,0.0,18.779,Average
Taskin Ahmed,BAN,8.21,92.0,0.112,0.56,0.44,0.16,2.04,0.0,7.553,Poor
ZM Tribe,JER,14.37,87.12,0.091,1.333,0.111,0.111,7.444,0.0,12.519,Average
Ainool Hafizs,MAL,9.5,97.43,0.077,0.643,0.143,0.0,5.286,0.0,9.256,Poor
S Kaveri,Mex,22.8,78.08,0.068,1.667,0.167,0.0,12.0,0.0,17.802,Average
MG Bracewell,NZ,18.83,139.5,0.185,1.364,0.455,0.182,3.909,0.091,26.268,Good
DL Maddy,ENG,28.25,141.25,0.188,3.75,0.0,0.0,11.75,0.25,39.903,Good
Tafseer Ali,NOR,12.55,80.71,0.064,0.818,0.182,0.0,7.0,0.0,10.129,Average
Afsar Zazai,AFG,22.4,87.5,0.078,2.0,0.0,0.0,13.2,0.0,19.6,Average
SP Khakurel,NEP,14.0,80.57,0.079,1.375,0.0,0.0,8.25,0.125,11.28,Average
Mohammad Yasin,ESP,18.66,124.44,0.178,2.667,0.0,0.0,7.0,0.0,23.221,Good
LA Burns,ESP,13.87,115.62,0.135,1.3,0.2,0.1,5.5,0.0,16.036,Average
AP Devcich,NZ,27.75,140.5,0.241,4.75,0.0,0.0,7.75,0.25,38.989,Good
GF Linde,SA,11.1,130.58,0.141,1.091,0.091,0.182,4.636,0.0,14.494,Average
J Miyaji,UGA,12.33,100.0,0.072,0.727,0.182,0.182,5.909,0.0,12.33,Average
S Samarawickrama,SL,12.33,94.06,0.085,1.111,0.0,0.111,7.889,0.0,11.598,Average
JNK Shannon,IRE,13.87,132.14,0.202,2.125,0.0,0.125,4.125,0.125,18.328,Average
Mohammad Aadil Alam,NEP,15.71,142.85,0.156,1.5,0.125,0.0,6.0,0.0,22.442,Good
SP Fleming,NZ,22.0,129.41,0.235,4.0,0.0,0.0,6.0,0.0,28.47,Good
MA Jones,SCOT,27.5,139.24,0.177,3.5,0.0,0.25,11.5,0.25,38.291,Good
A Lark,Aut,27.5,90.9,0.124,3.75,0.0,0.25,12.5,0.0,24.998,Good
A Parima,COK,18.33,122.22,0.178,2.667,0.0,0.0,6.667,0.0,22.403,Good
NA Rock,IRE,10.0,112.24,0.112,0.917,0.083,0.083,5.167,0.0,11.224,Average
Sandeep Goud,Bhm,11.0,113.4,0.134,1.182,0.091,0.0,4.0,0.0,12.474,Average
AJ Turner,AUS,12.22,83.96,0.046,0.429,0.357,0.071,5.857,0.0,10.26,Average
Anwar Ali,PAK,15.57,141.55,0.156,1.091,0.364,0.0,4.455,0.0,22.039,Good
AJ Jabiri,TAN,9.9,64.88,0.065,1.0,0.0,0.091,5.727,0.0,6.423,Poor
UT Kaisala,Samoa,15.57,86.5,0.111,1.75,0.125,0.0,5.875,0.0,13.468,Average
Mamoon Latif,Belg,10.9,89.34,0.082,1.0,0.0,0.1,6.3,0.0,9.738,Poor
DS Maraiwai,Fiji,13.62,114.73,0.168,1.778,0.111,0.111,4.333,0.0,15.626,Average
T van der Gugten,NED,13.62,132.92,0.122,0.833,0.333,0.167,4.75,0.0,18.104,Average
WG Jacks,ENG,18.0,152.11,0.268,3.167,0.0,0.167,4.667,0.0,27.38,Good
V Ravindran,HUN,27.0,135.0,0.225,4.5,0.0,0.0,7.5,0.0,36.45,Good
MB Tambe,Fin,15.42,95.57,0.071,0.5,0.562,0.125,4.5,0.0,14.737,Average
B Zuiderent,NED,21.6,87.09,0.073,1.5,0.167,0.0,11.667,0.0,18.811,Average
M Koli,ROM,17.83,127.38,0.143,1.333,0.333,0.111,6.111,0.0,22.712,Good
S Thakur,ROM,53.5,118.88,0.167,3.0,0.6,0.0,9.0,0.2,63.601,Good
GJ Thompson,IRE,15.28,99.07,0.139,1.875,0.125,0.25,5.625,0.0,15.138,Average
Washington Sundar,IND,10.7,150.7,0.225,1.067,0.333,0.267,2.067,0.067,16.125,Average
Azyan Farhath,MDV,9.63,63.85,0.054,0.75,0.083,0.0,5.667,0.0,6.149,Poor
NA Maiolo,ITA,17.66,101.92,0.125,1.857,0.143,0.0,7.143,0.0,17.999,Average
A Mene-Ejegi,SRB,13.25,160.6,0.242,1.778,0.111,0.222,3.333,0.0,21.28,Good
Sami Ullah,ROM,17.66,192.72,0.309,2.429,0.143,0.143,4.286,0.0,34.034,Good
DR Sams,AUS,26.5,170.96,0.226,2.0,0.429,0.0,5.429,0.0,45.304,Good
C Veretaki,Fiji,26.5,100.95,0.152,4.0,0.0,0.25,9.5,0.25,26.752,Good
MD Dai,PNG,13.12,82.03,0.031,0.5,0.0,0.0,11.125,0.0,10.762,Average
JR Hopes,AUS,21.0,107.14,0.082,1.143,0.286,0.0,10.143,0.0,22.499,Good
S Mba,NGA,21.0,72.91,0.083,1.714,0.286,0.143,7.857,0.0,15.311,Average
M Mosehle,SA,21.0,161.53,0.231,2.5,0.167,0.0,4.5,0.0,33.921,Good
F Stoman,PORT,11.66,73.94,0.056,0.727,0.182,0.091,5.909,0.0,8.621,Poor
S Conteh,SLE,8.0,61.53,0.047,0.615,0.0,0.385,5.538,0.0,4.922,Poor
HB Kayondo,UGA,26.0,106.12,0.102,2.5,0.0,0.0,14.0,0.0,27.591,Good
Sultan Ahmed,OMA,11.55,125.3,0.169,1.167,0.25,0.25,4.0,0.0,14.472,Average
GP Swann,ENG,20.8,116.85,0.112,0.625,0.688,0.125,3.875,0.0,24.305,Good
V Zimonjic,SRB,14.85,125.3,0.181,1.364,0.364,0.182,3.636,0.0,18.607,Average
Ibrahim Hassan,MDV,6.86,78.03,0.045,0.333,0.167,0.167,4.056,0.0,5.353,Poor
Wahidullah Sahak,NOR,12.87,88.03,0.103,1.5,0.0,0.0,6.125,0.125,11.329,Average
AG Weligamage,HUN,14.71,103.0,0.12,1.091,0.364,0.0,3.545,0.0,15.151,Average
Anjar Tadarus,INA,11.33,94.44,0.102,1.1,0.1,0.1,4.8,0.0,10.7,Average
SM Davies,ENG,20.4,124.39,0.146,2.4,0.0,0.0,10.8,0.0,25.376,Good
LM Gabriel,LES,20.4,99.02,0.126,2.167,0.167,0.167,8.333,0.0,20.2,Good
R Obuya,UGA,12.75,112.08,0.154,1.75,0.0,0.125,5.25,0.0,14.29,Average
Rehman Abdul,ITA,51.0,99.02,0.097,2.0,0.6,0.0,11.2,0.0,50.5,Good
Waseem Yaqoob,LES,17.0,91.07,0.107,2.0,0.0,0.0,8.0,0.0,15.482,Average
Hilal Ahmad,CZK-R,10.1,72.14,0.029,0.286,0.286,0.143,6.071,0.0,7.286,Poor
Idrees Ul Haque,SUI,20.2,136.48,0.203,3.0,0.0,0.0,5.8,0.0,27.569,Good
DF Jacobs,THAI,12.62,67.78,0.094,1.75,0.0,0.125,5.125,0.0,8.554,Poor
S Jora,NEP,20.2,121.68,0.108,1.5,0.167,0.167,9.5,0.167,24.579,Good
Kashif Daud,UAE,12.62,146.37,0.174,0.923,0.385,0.231,3.154,0.0,18.472,Average
AV Lalcheta,OMA,12.62,123.17,0.159,1.3,0.2,0.0,4.1,0.0,15.544,Average
B Lee,AUS,16.83,142.25,0.183,1.083,0.5,0.167,3.417,0.0,23.941,Good
Mohammed Nurji,MWI,50.5,171.18,0.237,2.8,0.6,0.0,6.6,0.0,86.446,Good
Musa Shaheen,DEN,6.73,70.62,0.035,0.312,0.062,0.062,4.938,0.0,4.753,Poor
Namgay Thinley,BHU,9.18,66.44,0.053,0.727,0.0,0.091,5.909,0.0,6.099,Poor
V Shankar,IND,25.25,138.35,0.219,4.0,0.0,0.0,6.75,0.0,34.933,Good
Anser Mehmood,SUI,20.0,104.16,0.104,1.667,0.167,0.0,9.0,0.0,20.832,Good
S Dhaniram,CAN,11.11,81.3,0.065,0.889,0.0,0.0,7.111,0.0,9.032,Poor
AF Ifill,Caym,10.0,66.66,0.04,0.462,0.231,0.0,5.692,0.0,6.666,Poor
T Maruma,ZIM,11.11,91.74,0.092,0.769,0.308,0.077,4.0,0.0,10.192,Average
HM Nicholls,NZ,12.5,89.28,0.08,1.0,0.111,0.0,7.111,0.0,11.16,Average
NK Patel,USA,20.0,109.89,0.099,0.9,0.5,0.1,6.0,0.0,21.978,Good
AU Rashid,ENG,6.66,86.2,0.06,0.226,0.516,0.065,2.323,0.0,5.741,Poor
STRA de Silva,SEY,33.0,97.05,0.059,1.2,0.4,0.2,15.0,0.0,32.026,Poor
BR Dunk,AUS,19.8,143.47,0.203,2.8,0.0,0.0,6.2,0.0,28.407,Poor
PA van Meekeren,NED,7.07,119.27,0.145,0.706,0.176,0.294,2.412,0.0,8.432,Poor
Amandeep Singh,PORT,14.0,142.02,0.174,1.2,0.3,0.1,4.2,0.0,19.883,Poor
Azam Khalil,SWE,14.0,119.51,0.122,1.429,0.0,0.0,7.143,0.0,16.731,Poor
Irfan Bhima,MWI,24.5,111.36,0.17,3.75,0.0,0.5,8.5,0.25,27.283,Poor
D la Cock,NAM,19.6,116.66,0.155,2.6,0.0,0.2,7.2,0.2,22.865,Poor
GE Ngegba,SLE,16.33,111.36,0.182,2.286,0.143,0.143,4.571,0.0,18.185,Poor
S Vashisht,ROM,8.16,107.69,0.132,0.8,0.2,0.133,3.067,0.0,8.788,Poor
Amir Ali,OMA,19.4,149.23,0.2,1.625,0.375,0.0,5.125,0.0,28.951,Poor
Muhammad Kaleem,UAE,10.77,83.62,0.103,1.333,0.0,0.111,4.778,0.111,9.006,Poor
AM Samad,CAN,16.16,110.22,0.136,2.0,0.0,0.167,6.833,0.0,17.812,Poor
GM Strydom,Caym,16.16,108.98,0.124,1.833,0.0,0.333,7.167,0.0,17.611,Poor
Tejwinder Singh,CYP,12.12,197.95,0.265,1.444,0.111,0.222,3.444,0.0,23.992,Poor
RA Tripathi,IND,19.4,144.77,0.239,3.2,0.0,0.2,4.6,0.0,28.085,Poor
ML Castillo,Blz,19.2,91.42,0.105,2.2,0.0,0.0,9.2,0.2,17.553,Poor
GK Ghalley,BHU,12.0,75.59,0.071,0.9,0.2,0.3,5.4,0.0,9.071,Poor
Ismaila Tamba,GAMBI,16.0,114.28,0.155,1.857,0.143,0.0,5.429,0.0,18.285,Poor
HJ Manenti,ITA,12.0,121.51,0.127,1.25,0.0,0.125,6.5,0.125,14.581,Poor
RS Morton,WI,16.0,93.2,0.097,1.429,0.143,0.143,7.429,0.0,14.912,Poor
OB Nightingale,GUE,16.0,91.42,0.067,0.875,0.25,0.125,8.5,0.0,14.627,Poor
Usman Shahid,Fran,24.0,106.66,0.089,2.0,0.0,0.0,14.5,0.25,25.598,Poor
A Yon,STHEL,19.2,112.94,0.129,2.2,0.0,0.0,10.0,0.2,21.684,Poor
PVD Chameera,SL,6.33,85.58,0.081,0.333,0.444,0.111,2.111,0.0,5.417,Poor
Z Hoque,THAI,15.83,96.93,0.102,1.429,0.143,0.0,6.714,0.0,15.344,Poor
Murid Ekrami,Belg,9.5,103.26,0.109,0.769,0.231,0.154,3.923,0.0,9.81,Poor
TM Odoyo,KENYA,9.5,79.83,0.067,0.8,0.0,0.1,5.9,0.0,7.584,Poor
SA Okpe,NGA,7.91,72.51,0.053,0.5,0.143,0.071,4.643,0.0,5.736,Poor
NS Poonia,SCOT,19.0,87.96,0.037,0.571,0.286,0.286,11.0,0.0,16.712,Poor
Shehzad Patel,SWA/SWZ,13.57,115.85,0.134,1.222,0.222,0.0,4.778,0.0,15.721,Poor
Asrar Ahmed,GRC,31.33,87.03,0.111,2.4,0.4,0.0,8.8,0.0,27.266,Poor
JH Stander,SCOT,10.44,104.44,0.111,0.909,0.182,0.273,4.182,0.0,10.904,Poor
MA Starc,AUS,9.4,101.07,0.065,0.316,0.474,0.0,3.474,0.0,9.501,Poor
JJ Tucker,BMUDA,23.5,96.9,0.124,2.4,0.2,0.0,8.8,0.2,22.772,Poor
P Utseya,ZIM,7.83,81.73,0.061,0.333,0.429,0.143,3.048,0.0,6.399,Poor
J Vira,VAN,8.54,91.26,0.087,0.6,0.267,0.067,3.6,0.0,7.794,Poor
Yasir Ali,BAN,13.42,127.02,0.162,1.2,0.3,0.0,4.0,0.0,17.046,Poor
JB Little,IRE,8.45,78.81,0.076,0.321,0.607,0.143,1.893,0.0,6.659,Poor
Mohammad Amin,KUW,23.25,101.08,0.109,1.429,0.429,0.0,7.0,0.0,23.501,Poor
R Sakurano-Thomas,JPN,11.62,92.07,0.069,0.7,0.2,0.2,6.5,0.0,10.699,Poor
F Suluoto,Samoa,18.6,132.85,0.186,2.167,0.167,0.167,3.5,0.0,24.71,Poor
